Datetime,baro_level_psi,baro_temp,level_level_psi,level_temp,EC,ECT,PrbTmp,RTCTmp,week,dayofyear
2017-02-01 21:30:00,14.7684,-2.23,11.1859,0.18899999999999997,5.327944444444449,9.48222222222223,2.370000000000004,0.2513888888888889,5,32
2017-02-01 21:45:00,14.7678,-2.199,11.1845,0.175,5.312555555555555,9.454722222222236,2.370000000000004,0.24444444444444444,5,32
2017-02-01 22:00:00,14.7678,-2.234,11.1846,0.166,5.323055555555562,9.47372222222223,2.370000000000004,0.1625,5,32
2017-02-01 22:15:00,14.7685,-2.209,11.1861,0.154,5.3172777777777815,9.463666666666679,2.370000000000004,0.18333333333333326,5,32
2017-02-01 22:30:00,14.7658,-2.218,11.1805,0.14300000000000002,5.319555555555559,9.467277777777793,2.370000000000004,0.025,5,32
2017-02-01 22:45:00,14.7662,-2.255,11.1794,0.131,5.314055555555552,9.457388888888904,2.370000000000004,0.0,5,32
2017-02-01 23:00:00,14.7669,-2.3409999999999997,11.1815,0.12,5.30644444444444,9.44366666666668,2.370000000000004,-0.1361111111111111,5,32
2017-02-01 23:15:00,14.767999999999999,-2.388,11.1816,0.11,5.301833333333326,9.435388888888903,2.370000000000004,-1.05,5,32
2017-02-01 23:30:00,14.7675,-2.465,11.1794,0.098,5.294999999999988,9.422277777777802,2.370000000000004,-1.7013888888888888,5,32
2017-02-01 23:45:00,14.7652,-2.5580000000000003,11.1803,0.087,5.295777777777765,9.423888888888909,2.370000000000004,-1.7402777777777778,5,32
2017-02-02 00:00:00,14.765,-2.593,11.1786,0.076,5.2907222222222074,9.415277777777797,2.370000000000004,-1.75,5,33
2017-02-02 00:15:00,14.7608,-2.717,11.1749,0.064,5.299333333333321,9.430444444444467,2.370000000000004,-1.6236111111111111,5,33
2017-02-02 00:30:00,14.7582,-2.818,11.1755,0.052000000000000005,5.298944444444434,9.429666666666689,2.370000000000004,-1.4680555555555554,5,33
2017-02-02 00:45:00,14.7579,-2.85,11.1746,0.040999999999999995,5.296944444444431,9.426500000000026,2.367777777777781,-1.5458333333333334,5,33
2017-02-02 01:00:00,14.7535,-2.773,11.1716,0.03,5.293777777777764,9.430944444444464,2.3348888888888952,-1.5166666666666666,5,33
2017-02-02 01:15:00,14.7528,-2.806,11.1681,0.015,5.291111111111099,9.445000000000018,2.2731111111111133,-1.7416666666666667,5,33
2017-02-02 01:30:00,14.7513,-2.75,11.1655,0.001,5.254722222222225,9.400944444444454,2.197999999999997,-1.5583333333333331,5,33
2017-02-02 01:45:00,14.7507,-2.8160000000000003,11.1651,-0.01,5.2394444444444535,9.393888888888911,2.1264444444444446,-1.4902777777777778,5,33
2017-02-02 02:00:00,14.7498,-2.821,11.1612,-0.024,5.188666666666664,9.308611111111118,2.108666666666666,-1.4972222222222222,5,33
2017-02-02 02:15:00,14.7458,-2.94,11.1612,-0.035,4.928888888888891,8.828999999999997,2.1579999999999964,-1.5,5,33
2017-02-02 02:30:00,14.7425,-3.083,11.1591,-0.042,4.309999999999996,7.715944444444454,2.176222222222218,-1.4611111111111108,5,33
2017-02-02 02:45:00,14.7424,-3.141,11.1573,-0.046,3.2687222222222228,5.849555555555555,2.192666666666662,-1.2680555555555555,5,33
2017-02-02 03:00:00,14.741,-3.051,11.1562,-0.048,2.480833333333335,4.43677777777778,2.209111111111107,-1.2486111111111111,5,33
2017-02-02 03:15:00,14.741,-3.0639999999999996,11.1549,-0.048,2.277666666666668,4.073555555555556,2.2108888888888845,-1.4263888888888892,5,33
2017-02-02 03:30:00,14.74,-3.036,11.1513,-0.047,1.8573888888888892,3.3223333333333325,2.2042222222222176,-1.5,5,33
2017-02-02 03:45:00,14.738,-3.05,11.1515,-0.048,1.8387222222222208,3.288555555555553,2.2091111111111053,-1.5013888888888889,5,33
2017-02-02 04:00:00,14.7357,-3.005,11.1519,-0.047,0.01383333333333333,0.02477777777777777,2.2148888888888854,-1.4944444444444445,5,33
2017-02-02 04:15:00,14.7377,-2.7960000000000003,11.1536,-0.047,0.0,0.0,2.210444444444441,-1.4236111111111112,5,33
2017-02-02 04:30:00,14.737,-2.853,11.1483,-0.048,0.013333333333333329,0.02377777777777776,2.2073333333333287,-1.2652777777777775,5,33
2017-02-02 04:45:00,14.7373,-2.798,11.1502,-0.047,5.555555555555555e-05,0.0001111111111111111,2.20955555555555,-1.2347222222222225,5,33
2017-02-02 05:00:00,14.7358,-2.662,11.1472,-0.048,0.0,0.0,2.2113333333333305,-1.0444444444444445,5,33
2017-02-02 05:15:00,14.732000000000001,-2.846,11.149000000000001,-0.047,0.0,0.0,2.2282222222222203,-1.165277777777778,5,33
2017-02-02 05:30:00,14.7263,-2.9560000000000004,11.1432,-0.046,0.13794444444444448,0.24661111111111106,2.225555555555552,-1.0194444444444444,5,33
2017-02-02 05:45:00,14.724,-3.089,11.144,-0.045,0.12772222222222218,0.2285555555555556,2.23266666666666,-2.1375,5,33
2017-02-02 06:00:00,14.7252,-3.147,11.1425,-0.046,0.0,0.0,2.238444444444442,-2.6847222222222222,5,33
2017-02-02 06:15:00,14.7235,-3.245,11.1404,-0.045,0.0,0.0,2.252666666666666,-2.458333333333333,5,33
2017-02-02 06:30:00,14.7195,-3.1839999999999997,11.1395,-0.046,0.0,0.0,2.2624444444444447,-2.2555555555555555,5,33
2017-02-02 06:45:00,14.7213,-3.252,11.1383,-0.047,0.0,0.0,2.280666666666672,-2.0763888888888893,5,33
2017-02-02 07:00:00,14.7209,-3.406,11.1381,-0.045,0.0,0.0,2.283777777777782,-2.0097222222222224,5,33
2017-02-02 07:15:00,14.7198,-3.448,11.1363,-0.046,0.0,0.0,2.2735555555555567,-2.1069444444444443,5,33
2017-02-02 07:30:00,14.7216,-3.492,11.1377,-0.045,0.0,0.0,2.2402222222222203,-2.2041666666666666,5,33
2017-02-02 07:45:00,14.7215,-3.7089999999999996,11.1354,-0.046,0.0,0.0,2.1966666666666628,-2.1819444444444445,5,33
2017-02-02 08:00:00,14.717,-3.765,11.1349,-0.045,0.0,0.0,2.172222222222218,-2.2013888888888893,5,33
2017-02-02 08:15:00,14.7194,-3.7489999999999997,11.1366,-0.045,0.0,0.0,2.152666666666663,-2.0486111111111107,5,33
2017-02-02 08:30:00,14.7193,-3.8089999999999997,11.1359,-0.046,0.0,0.0,2.144666666666664,-2.020833333333333,5,33
2017-02-02 08:45:00,14.7152,-3.6439999999999997,11.1312,-0.047,0.0,0.0,2.103333333333334,-2.018055555555556,5,33
2017-02-02 09:00:00,14.7153,-3.5860000000000003,11.1305,-0.045,0.0,0.0,2.0775555555555587,-2.001388888888889,5,33
2017-02-02 09:15:00,14.7143,-3.569,11.1294,-0.046,0.0,0.0,2.0513333333333392,-2.0,5,33
2017-02-02 09:30:00,14.7149,-3.707,11.1303,-0.046,0.0,0.0,2.016222222222229,-2.0486111111111107,5,33
2017-02-02 09:45:00,14.7134,-3.486,11.1262,-0.045,0.0,0.0,2.000222222222228,-2.7,5,33
2017-02-02 10:00:00,14.7147,-3.6830000000000003,11.1284,-0.045,0.0,0.0,1.9806666666666723,-2.1555555555555554,5,33
2017-02-02 10:15:00,14.7131,-3.841,11.1308,-0.045,0.0,0.0,1.9686666666666708,-2.1875,5,33
2017-02-02 10:30:00,14.7128,-3.659,11.1267,-0.044000000000000004,0.0,0.0,2.060666666666671,-2.55,5,33
2017-02-02 10:45:00,14.7139,-3.865,11.1293,-0.045,14.165333333333356,25.21022222222224,2.323777777777782,-1.2333333333333334,5,33
2017-02-02 11:00:00,14.7125,-3.813,11.1272,-0.044000000000000004,4.3384444444444465,7.720055555555559,2.370000000000004,-0.8666666666666667,5,33
2017-02-02 11:15:00,14.7116,-3.7119999999999997,11.1271,-0.044000000000000004,3.9068333333333314,6.952277777777783,2.370000000000004,0.04583333333333333,5,33
2017-02-02 11:30:00,14.7105,-3.389,11.1279,-0.043,4.620777777777781,8.223222222222219,2.370000000000004,0.1736111111111111,5,33
2017-02-02 11:45:00,14.7104,-2.9819999999999998,11.1284,-0.045,3.5573888888888847,6.3308888888888895,2.370000000000004,0.3805555555555555,5,33
2017-02-02 12:00:00,14.7087,-2.5839999999999996,11.1249,-0.043,3.514055555555553,6.253833333333335,2.370000000000004,0.5361111111111111,5,33
2017-02-02 12:15:00,14.7078,-2.125,11.1249,-0.04,3.4948333333333323,6.219500000000001,2.370000000000004,0.7486111111111111,5,33
2017-02-02 12:30:00,14.706,-1.7830000000000001,11.123,-0.04,3.4998333333333336,6.228611111111113,2.370000000000004,1.1111111111111112,5,33
2017-02-02 12:45:00,14.7037,-1.5719999999999998,11.1214,-0.039,3.642055555555559,6.481666666666671,2.370000000000004,1.375,5,33
2017-02-02 13:00:00,14.7006,-1.215,11.120999999999999,-0.039,3.72927777777778,6.636777777777783,2.370000000000004,1.5902777777777777,5,33
2017-02-02 13:15:00,14.6987,-1.0659999999999998,11.1148,-0.037000000000000005,3.757388888888887,6.686388888888893,2.370000000000004,1.8111111111111111,5,33
2017-02-02 13:30:00,14.6952,-0.9940000000000001,11.1114,-0.036000000000000004,3.7818888888888864,6.7298888888888895,2.370000000000004,2.001388888888889,5,33
2017-02-02 13:45:00,14.6903,-0.895,11.1104,-0.035,3.831333333333332,6.8182777777777765,2.370000000000004,2.2611111111111106,5,33
2017-02-02 14:00:00,14.7107,3.966,11.1089,-0.034,3.846499999999998,6.845388888888893,2.370000000000004,2.8222222222222224,5,33
2017-02-02 14:15:00,14.702,2.6060000000000003,10.3262,2.5660000000000003,4.5588888888888865,8.112944444444445,2.370000000000004,3.7222222222222223,5,33
2017-02-02 14:30:00,14.6898,1.781,11.1038,0.025,4.031166666666667,7.188777777777776,2.302000000000003,3.8777777777777778,5,33
2017-02-02 14:45:00,14.6835,0.983,11.0989,-0.019,3.9184444444444426,7.054833333333329,1.9935555555555544,3.0847222222222217,5,33
2017-02-02 15:00:00,14.6773,0.33,11.0966,-0.027999999999999997,4.374499999999999,7.90088888888889,1.8935555555555537,2.418055555555556,5,33
2017-02-02 15:15:00,14.6741,-0.027999999999999997,11.0926,-0.03,3.9410784313725493,7.109215686274508,1.9364705882352928,2.0686274509803924,5,33
2017-02-02 15:15:00,14.6741,-0.027999999999999997,11.0926,-0.03,3.92346153846154,7.2676923076923075,1.1000000000000003,2.230769230769231,5,33
2017-02-02 15:30:00,14.667,-0.209,11.0909,-0.028999999999999998,3.900222222222223,7.224388888888893,1.0999999999999963,2.4444444444444446,5,33
2017-02-02 15:45:00,14.6632,-0.322,11.0854,-0.026000000000000002,3.883000000000002,7.1929444444444535,1.0999999999999963,2.0236111111111112,5,33
2017-02-02 16:00:00,14.6592,-0.39,11.0797,-0.022000000000000002,3.8840555555555554,7.194777777777786,1.0999999999999963,1.7555555555555555,5,33
2017-02-02 16:15:00,14.6565,-0.424,11.0796,-0.013999999999999999,3.899666666666666,7.2242777777777825,1.0999999999999963,1.6305555555555555,5,33
2017-02-02 16:30:00,14.6529,-0.445,11.075,-0.001,3.9287777777777784,7.277444444444442,1.0999999999999963,1.4819444444444445,5,33
2017-02-02 16:45:00,14.6495,-0.48,11.0744,0.006999999999999999,4.011055555555558,7.429888888888894,1.0999999999999963,1.2916666666666667,5,33
2017-02-02 17:00:00,14.6463,-0.519,11.0728,0.018000000000000002,4.024611111111109,7.454722222222228,1.0999999999999963,1.1763888888888892,5,33
2017-02-02 17:15:00,14.6416,-0.54,11.071,0.03,4.0521666666666665,7.5054444444444455,1.0999999999999963,0.9986111111111112,5,33
2017-02-02 17:30:00,14.6384,-0.555,11.0656,0.043,4.1885000000000066,7.758944444444434,1.0999999999999963,0.8611111111111112,5,33
2017-02-02 17:45:00,14.6346,-0.581,11.0652,0.051,4.3918333333333335,8.135111111111115,1.0999999999999963,0.6736111111111112,5,33
2017-02-02 18:00:00,14.6323,-0.62,11.059000000000001,0.061,4.747388888888888,8.794055555555557,1.0999999999999963,0.5055555555555555,5,33
2017-02-02 18:15:00,14.6311,-0.669,11.0613,0.07400000000000001,5.200000000000012,9.63172222222223,1.0999999999999963,0.4944444444444445,5,33
2017-02-02 18:30:00,14.6272,-0.741,11.0615,0.091,5.44861111111111,10.092611111111104,1.0999999999999963,0.33055555555555555,5,33
2017-02-02 18:45:00,14.6264,-0.797,11.0591,0.10400000000000001,5.544000000000002,10.26911111111109,1.0999999999999963,0.2388888888888889,5,33
2017-02-02 19:00:00,14.6262,-0.856,11.0567,0.11699999999999999,5.5553888888888885,10.28983333333332,1.1008888888888857,0.1125,5,33
2017-02-02 19:15:00,14.6236,-0.649,11.0566,0.132,5.57472222222223,10.325444444444424,1.1026666666666634,-0.019444444444444445,5,33
2017-02-02 19:30:00,14.6208,-0.9009999999999999,11.0563,0.14300000000000002,5.590333333333343,10.351277777777764,1.1093333333333306,0.0,5,33
2017-02-02 19:45:00,14.6195,-0.983,11.0545,0.153,5.589388888888896,10.344166666666665,1.127555555555555,-0.6222222222222222,5,33
2017-02-02 20:00:00,14.6151,-1.047,11.0513,0.16399999999999998,5.602500000000012,10.360777777777756,1.1542222222222247,-1.7222222222222223,5,33
2017-02-02 20:15:00,14.6153,-1.119,11.0513,0.16899999999999998,5.601944444444453,10.354555555555546,1.1688888888888926,-1.5055555555555555,5,33
2017-02-02 20:30:00,14.6124,-1.147,11.0504,0.16899999999999998,5.610333333333338,10.368388888888887,1.1728888888888926,-1.5097222222222222,5,33
2017-02-02 20:45:00,14.6095,-1.18,11.0491,0.16699999999999998,5.613222222222222,10.372444444444461,1.176888888888893,-1.5597222222222222,5,33
2017-02-02 21:00:00,14.6072,-1.224,11.046,0.163,5.614722222222227,10.374888888888883,1.1791111111111157,-1.4722222222222223,5,33
2017-02-02 21:15:00,14.6042,-1.268,11.0439,0.16,5.6121111111111155,10.369500000000007,1.17955555555556,-1.4305555555555556,5,33
2017-02-02 21:30:00,14.6039,-1.291,11.0452,0.153,5.616777777777783,10.378444444444442,1.1791111111111157,-1.4902777777777778,5,33
2017-02-02 21:45:00,14.5999,-1.321,11.0414,0.146,5.6156666666666695,10.37683333333334,1.1777777777777825,-1.2875,5,33
2017-02-02 22:00:00,14.5939,-1.3430000000000002,11.0352,0.13699999999999998,5.6051666666666735,10.357111111111118,1.1786666666666712,-1.1402777777777775,5,33
2017-02-02 22:15:00,14.592,-1.39,11.0339,0.129,5.59611111111112,10.342444444444432,1.1746666666666703,-1.0083333333333333,5,33
2017-02-02 22:30:00,14.5899,-1.403,11.0348,0.121,5.603944444444454,10.357388888888881,1.1715555555555597,-1.0680555555555555,5,33
2017-02-02 22:45:00,14.587,-1.4409999999999998,11.0295,0.11,5.599500000000012,10.354222222222203,1.1564444444444464,-1.0194444444444444,5,33
2017-02-02 23:00:00,14.5819,-1.46,11.026,0.10300000000000001,5.606833333333337,10.37250000000001,1.1395555555555557,-1.0097222222222222,5,33
2017-02-02 23:15:00,14.5779,-1.476,11.0238,0.08800000000000001,5.606000000000007,10.376944444444447,1.1213333333333315,-1.525,5,33
2017-02-02 23:30:00,14.5736,-1.4909999999999999,11.0233,0.08,5.608500000000005,10.385388888888905,1.1093333333333306,-2.6041666666666665,5,33
2017-02-02 23:45:00,14.5717,-1.5719999999999998,11.0174,0.07400000000000001,5.6014444444444536,10.37238888888889,1.1079999999999972,-2.7347222222222216,5,33
2017-02-03 00:00:00,14.5681,-1.538,11.0178,0.07,5.594944444444455,10.361166666666657,1.1048888888888857,-2.7263888888888888,5,34
2017-02-03 00:15:00,14.5647,-1.493,11.0152,0.068,5.600222222222233,10.370944444444422,1.1044444444444412,-2.701388888888889,5,34
2017-02-03 00:30:00,14.5604,-1.4769999999999999,11.0101,0.065,5.58383333333334,10.342222222222206,1.1022222222222189,-2.5236111111111112,5,34
2017-02-03 00:45:00,14.557,-1.538,11.0063,0.061,5.584444444444454,10.34316666666665,1.1013333333333302,-2.501388888888889,5,34
2017-02-03 01:00:00,14.5546,-1.7409999999999999,11.0079,0.053,5.571388888888893,10.319333333333304,1.1008888888888857,-2.4847222222222216,5,34
2017-02-03 01:15:00,14.5521,-1.653,11.0031,0.044000000000000004,5.590111111111123,10.353611111111091,1.100444444444441,-2.3472222222222223,5,34
2017-02-03 01:30:00,14.5466,-1.6119999999999999,10.9969,0.048,5.5738333333333365,10.324222222222195,1.0999999999999963,-2.248611111111111,5,34
2017-02-03 01:45:00,14.5436,-1.719,10.998,0.048,5.569277777777781,10.316388888888866,1.0999999999999963,-2.2277777777777783,5,34
2017-02-03 02:00:00,14.5407,-1.8230000000000002,10.9935,0.042,5.547888888888882,10.276499999999997,1.0999999999999963,-2.15,5,34
2017-02-03 02:15:00,14.5345,-1.936,10.9946,0.043,5.547999999999996,10.276666666666651,1.0999999999999963,-2.0138888888888893,5,34
2017-02-03 02:30:00,14.5318,-1.986,10.9886,0.040999999999999995,5.551111111111108,10.282722222222212,1.0999999999999963,-2.816666666666667,5,34
2017-02-03 02:45:00,14.5252,-2.128,10.9834,0.032,5.555388888888888,10.29049999999998,1.0999999999999963,-3.730555555555556,5,34
2017-02-03 03:00:00,14.5191,-2.19,10.9796,0.024,5.572555555555557,10.322333333333315,1.0999999999999963,-3.75,5,34
2017-02-03 03:15:00,14.5155,-1.9880000000000002,10.9785,0.018000000000000002,5.566055555555557,10.292722222222203,1.1566666666666632,-3.6027777777777783,5,34
2017-02-03 03:30:00,14.5132,-2.037,10.9726,0.026000000000000002,5.575388888888893,10.327333333333312,1.0999999999999963,-3.75,5,34
2017-02-03 03:45:00,14.5118,-1.8940000000000001,10.9718,0.023,5.572555555555552,10.322277777777762,1.0999999999999963,-3.744444444444445,5,34
2017-02-03 04:00:00,14.5098,-1.969,10.9708,0.023,5.555499999999995,10.290333333333312,1.0999999999999963,-3.7402777777777776,5,34
2017-02-03 04:15:00,14.5059,-2.135,10.9662,0.018000000000000002,5.5589444444444345,10.296999999999988,1.0999999999999963,-3.723611111111111,5,34
2017-02-03 04:30:00,14.5024,-2.302,10.9643,0.008,5.549222222222213,10.27883333333332,1.0999999999999963,-3.6902777777777778,5,34
2017-02-03 04:45:00,14.4977,-2.432,10.9609,-0.006999999999999999,5.127444444444441,9.49749999999999,1.0999999999999963,-3.698611111111111,5,34
2017-02-03 05:00:00,14.4915,-2.503,10.957,-0.012,4.965888888888891,9.198777777777783,1.0999999999999963,-3.263888888888889,5,34
2017-02-03 05:15:00,14.4861,-2.6060000000000003,10.9519,-0.015,4.847444444444436,8.978888888888866,1.0999999999999963,-3.5166666666666666,5,34
2017-02-03 05:30:00,14.478,-2.415,10.9464,-0.026000000000000002,4.7622777777777925,8.821000000000025,1.0999999999999963,-3.7402777777777776,5,34
2017-02-03 05:45:00,14.4746,-2.501,10.9424,-0.021,4.649666666666652,8.612555555555575,1.0999999999999963,-3.7083333333333335,5,34
2017-02-03 06:00:00,14.4696,-2.437,10.9408,-0.032,4.368722222222233,8.092666666666661,1.0999999999999963,-2.5736111111111106,5,34
2017-02-03 06:15:00,14.4658,-2.109,10.9367,-0.039,4.709333333333333,8.722777777777775,1.0999999999999963,-2.001388888888889,5,34
2017-02-03 06:30:00,14.4586,-2.0909999999999997,10.9323,-0.034,4.491833333333331,8.320388888888901,1.0999999999999963,-2.001388888888889,5,34
2017-02-03 06:45:00,14.4518,-2.358,10.9274,-0.043,4.839777777777772,8.964111111111091,1.0999999999999963,-2.031944444444445,5,34
2017-02-03 07:00:00,14.445,-2.375,10.9247,-0.047,4.853055555555565,8.98983333333334,1.0999999999999963,-2.025,5,34
2017-02-03 07:15:00,14.44,-2.266,10.9166,-0.045,4.813999999999994,8.91761111111112,1.0999999999999963,-2.0111111111111106,5,34
2017-02-03 07:30:00,14.4368,-2.242,10.9166,-0.046,4.640388888888876,8.596611111111134,1.0999999999999963,-2.0,5,34
2017-02-03 07:45:00,14.4314,-2.037,10.9127,-0.046,4.551388888888889,8.431888888888883,1.0999999999999963,-2.1,5,34
2017-02-03 08:00:00,14.4292,-1.9509999999999998,10.9103,-0.047,4.522333333333324,8.375388888888871,1.0999999999999963,-2.0819444444444444,5,34
2017-02-03 08:15:00,14.4267,-2.026,10.9082,-0.049,4.70988888888889,8.723777777777771,1.0999999999999963,-2.0069444444444446,5,34
2017-02-03 08:30:00,14.4242,-2.168,10.9053,-0.049,4.827777777777773,8.942777777777776,1.0999999999999963,-2.001388888888889,5,34
2017-02-03 08:45:00,14.4223,-2.057,10.9066,-0.048,4.7338888888889015,8.768277777777795,1.0999999999999963,-2.0347222222222223,5,34
2017-02-03 09:00:00,14.4189,-1.962,10.9031,-0.046,4.7027777777777855,8.710722222222241,1.0999999999999963,-2.2569444444444446,5,34
2017-02-03 09:15:00,14.4139,-1.87,10.899000000000001,-0.044000000000000004,4.679277777777769,8.667111111111124,1.0999999999999963,-2.5,5,34
2017-02-03 09:30:00,14.4119,-1.972,10.8965,-0.047,4.650666666666663,8.61338888888887,1.0999999999999963,-2.643055555555556,5,34
2017-02-03 09:45:00,14.41,-2.104,10.8937,-0.048,4.637499999999998,8.588777777777771,1.0999999999999963,-1.8847222222222224,5,34
2017-02-03 10:00:00,14.4086,-2.258,10.8943,-0.048,4.408888888888899,8.165666666666663,1.0999999999999963,-1.0513888888888892,5,34
2017-02-03 10:15:00,14.4052,-2.149,10.8926,-0.046,4.3620000000000045,8.079722222222204,1.0999999999999963,-1.2736111111111108,5,34
2017-02-03 10:30:00,14.4035,-2.102,10.8921,-0.044000000000000004,4.608055555555564,8.535999999999985,1.0999999999999963,-1.5875,5,34
2017-02-03 10:45:00,14.399000000000001,-2.247,10.887,-0.047,4.599833333333338,8.519999999999989,1.0999999999999963,-0.2763888888888889,5,34
2017-02-03 11:00:00,14.3961,-1.9709999999999999,10.8861,-0.042,4.604888888888898,8.52972222222221,1.0999999999999963,0.4763888888888889,5,34
2017-02-03 11:15:00,14.3942,-1.7009999999999998,10.8864,-0.037000000000000005,4.5100555555555575,8.355111111111093,1.0999999999999963,0.8416666666666667,5,34
2017-02-03 11:30:00,14.3902,-1.656,10.8819,-0.036000000000000004,4.514666666666658,8.361444444444425,1.0999999999999963,1.165277777777778,5,34
2017-02-03 11:45:00,14.387,-1.453,10.8768,-0.032,4.490888888888887,8.318833333333332,1.0999999999999963,1.4486111111111108,5,34
2017-02-03 12:00:00,14.3827,-1.185,10.8759,-0.027999999999999997,4.658000000000008,8.62861111111113,1.0999999999999963,1.6555555555555554,5,34
2017-02-03 12:15:00,14.3807,-1.0,10.8743,-0.017,4.440611111111108,8.22488888888887,1.0999999999999963,1.75,5,34
2017-02-03 12:30:00,14.3763,-0.924,10.8725,-0.009000000000000001,4.642166666666664,8.598555555555556,1.0999999999999963,1.9166666666666667,5,34
2017-02-03 12:45:00,14.3741,-0.726,10.87,0.006,4.815722222222221,8.920388888888889,1.0999999999999963,2.029166666666667,5,34
2017-02-03 13:00:00,14.370999999999999,-0.56,10.866,0.04,5.672666666666665,10.50761111111112,1.0999999999999963,2.2638888888888893,5,34
2017-02-03 13:15:00,14.3658,-0.402,10.8623,0.068,5.811000000000006,10.763499999999983,1.0999999999999963,2.4902777777777776,5,34
2017-02-03 13:30:00,14.3619,-0.342,10.8614,0.10400000000000001,5.820277777777782,10.778888888888876,1.1057777777777749,2.6694444444444443,5,34
2017-02-03 13:45:00,14.357999999999999,-0.22399999999999998,10.857999999999999,0.14,5.8190000000000035,10.765999999999993,1.1337777777777789,2.75,5,34
2017-02-03 14:00:00,14.3566,-0.151,10.8553,0.191,5.835166666666675,10.775388888888875,1.194222222222224,2.813888888888889,5,34
2017-02-03 14:15:00,14.3522,-0.09300000000000001,10.8532,0.243,5.846444444444454,10.721611111111137,1.4138888888888894,2.975,5,34
2017-02-03 14:30:00,14.3496,-0.035,10.8503,0.301,5.8538333333333386,10.566666666666661,1.9131111111111097,3.0,5,34
2017-02-03 14:45:00,14.3458,-0.018000000000000002,10.8508,0.35600000000000004,5.861166666666668,10.448000000000027,2.3171111111111133,3.0,5,34
2017-02-03 15:00:00,14.3438,0.051,10.8434,0.39899999999999997,5.869777777777784,10.445722222222248,2.370000000000004,3.0125,5,34
2017-02-03 15:15:00,14.3394,0.266,10.8423,0.44799999999999995,5.872833333333333,10.451388888888912,2.370000000000004,3.004166666666667,5,34
2017-02-03 15:30:00,14.3385,0.43799999999999994,10.8443,0.504,5.892666666666661,10.486222222222226,2.370000000000004,3.0,5,34
2017-02-03 15:45:00,14.3384,0.539,10.8441,0.5539999999999999,5.897499999999992,10.49516666666667,2.370000000000004,3.0,5,34
